b'doubleTwelveTaskFragmentReceived:_765702',b'3' 
b'doubleTwelveTaskFragmentReceived:_217939',b'6' 
b'doubleTwelveTaskFragmentReceived:_280897',b'3' 
b'doubleTwelveTaskFragmentReceived:_695312',b'12' 
b'doubleTwelveTaskFragmentReceived:_952638',b'2' 
b'doubleTwelveTaskFragmentReceived:_199442',b'5' 
b'doubleTwelveTaskFragmentReceived:_918456',b'15' 
b'doubleTwelveTaskFragmentReceived:_979420',b'3' 
b'doubleTwelveTaskFragmentReceived:_198360',b'9' 
b'doubleTwelveTaskFragmentReceived:_251820',b'17' 
b'doubleTwelveTaskFragmentReceived:_296475',b'12' 
b'doubleTwelveTaskFragmentReceived:_450484',b'15' 
b'doubleTwelveTaskFragmentReceived:_70934',b'3' 
b'doubleTwelveTaskFragmentReceived:_476561',b'3' 
b'doubleTwelveTaskFragmentReceived:_21976',b'12' 
b'doubleTwelveTaskFragmentReceived:_427380',b'3' 
b'doubleTwelveTaskFragmentReceived:_957089',b'5' 
b'doubleTwelveTaskFragmentReceived:_238404',b'6' 
b'doubleTwelveTaskFragmentReceived:_428259',b'3' 
b'doubleTwelveTaskFragmentReceived:_93029',b'3' 
b'doubleTwelveTaskFragmentReceived:_338035',b'8' 
b'doubleTwelveTaskFragmentReceived:_871869',b'5' 
b'doubleTwelveTaskFragmentReceived:_301722',b'2' 
b'doubleTwelveTaskFragmentReceived:_230212',b'11' 
b'doubleTwelveTaskFragmentReceived:_9796',b'10' 
b'doubleTwelveTaskFragmentReceived:_261424',b'12' 
b'doubleTwelveTaskFragmentReceived:_848856',b'5' 
b'doubleTwelveTaskFragmentReceived:_785910',b'9' 
b'doubleTwelveTaskFragmentReceived:_933730',b'15' 
b'doubleTwelveTaskFragmentReceived:_540499',b'6' 
b'doubleTwelveTaskFragmentReceived:_198758',b'8' 
b'doubleTwelveTaskFragmentReceived:_300606',b'5' 
b'doubleTwelveTaskFragmentReceived:_825871',b'2' 
b'doubleTwelveTaskFragmentReceived:_488804',b'8' 
b'doubleTwelveTaskFragmentReceived:_510402',b'12' 
b'doubleTwelveTaskFragmentReceived:_882311',b'5' 
b'doubleTwelveTaskFragmentReceived:_494726',b'3' 
b'doubleTwelveTaskFragmentReceived:_339200',b'17' 
b'doubleTwelveTaskFragmentReceived:_378887',b'12' 
b'doubleTwelveTaskFragmentReceived:_531580',b'9' 
b'doubleTwelveTaskFragmentReceived:_642322',b'3' 
b'doubleTwelveTaskFragmentReceived:_911228',b'5' 
b'doubleTwelveTaskFragmentReceived:_437334',b'6' 
b'doubleTwelveTaskFragmentReceived:_519301',b'12' 
b'doubleTwelveTaskFragmentReceived:_465176',b'12' 
b'doubleTwelveTaskFragmentReceived:_745385',b'6' 
b'doubleTwelveTaskFragmentReceived:_804240',b'4' 
b'doubleTwelveTaskFragmentReceived:_613828',b'3' 
b'doubleTwelveTaskFragmentReceived:_1004177',b'3' 
b'doubleTwelveTaskFragmentReceived:_113457',b'3' 
b'doubleTwelveTaskFragmentReceived:_797085',b'5' 
b'doubleTwelveTaskFragmentReceived:_115645',b'14' 
b'doubleTwelveTaskFragmentReceived:_980132',b'3' 
b'doubleTwelveTaskFragmentReceived:_20655',b'13' 
b'doubleTwelveTaskFragmentReceived:_816975',b'3' 
b'doubleTwelveTaskFragmentReceived:_448101',b'3' 
b'doubleTwelveTaskFragmentReceived:_958504',b'3' 
b'doubleTwelveTaskFragmentReceived:_850466',b'15' 
b'doubleTwelveTaskFragmentReceived:_1002415',b'15' 
b'doubleTwelveTaskFragmentReceived:_1071617',b'3' 
b'doubleTwelveTaskFragmentReceived:_1073902',b'3' 
b'doubleTwelveTaskFragmentReceived:_751048',b'2' 
b'doubleTwelveTaskFragmentReceived:_345687',b'3' 
b'doubleTwelveTaskFragmentReceived:_517030',b'3' 
b'doubleTwelveTaskFragmentReceived:_1003774',b'6' 
b'doubleTwelveTaskFragmentReceived:_141970',b'8' 
b'doubleTwelveTaskFragmentReceived:_917695',b'3' 
b'doubleTwelveTaskFragmentReceived:_119263',b'6' 
b'doubleTwelveTaskFragmentReceived:_557524',b'12' 
b'doubleTwelveTaskFragmentReceived:_797400',b'9' 
b'doubleTwelveTaskFragmentReceived:_892544',b'3' 
b'doubleTwelveTaskFragmentReceived:_825070',b'9' 
b'doubleTwelveTaskFragmentReceived:_1008286',b'8' 
b'doubleTwelveTaskFragmentReceived:_226828',b'17' 
b'doubleTwelveTaskFragmentReceived:_737653',b'6' 
b'doubleTwelveTaskFragmentReceived:_348744',b'9' 
b'doubleTwelveTaskFragmentReceived:_961331',b'3' 
b'doubleTwelveTaskFragmentReceived:_114345',b'6' 
b'doubleTwelveTaskFragmentReceived:_377587',b'3' 
b'doubleTwelveTaskFragmentReceived:_974086',b'9' 
b'doubleTwelveTaskFragmentReceived:_1046403',b'3' 
b'doubleTwelveTaskFragmentReceived:_647197',b'12' 
b'doubleTwelveTaskFragmentReceived:_965524',b'5' 
b'doubleTwelveTaskFragmentReceived:_379466',b'6' 
b'doubleTwelveTaskFragmentReceived:_814869',b'3' 
b'doubleTwelveTaskFragmentReceived:_535926',b'14' 
b'doubleTwelveTaskFragmentReceived:_603370',b'3' 
b'doubleTwelveTaskFragmentReceived:_442559',b'12' 
b'doubleTwelveTaskFragmentReceived:_341741',b'15' 
b'doubleTwelveTaskFragmentReceived:_705253',b'3' 
b'doubleTwelveTaskFragmentReceived:_796740',b'6' 
b'doubleTwelveTaskFragmentReceived:_14085',b'3' 
b'doubleTwelveTaskFragmentReceived:_722869',b'3' 
b'doubleTwelveTaskFragmentReceived:_1087886',b'3' 
b'doubleTwelveTaskFragmentReceived:_847775',b'3' 
b'doubleTwelveTaskFragmentReceived:_223009',b'10' 
b'doubleTwelveTaskFragmentReceived:_621702',b'6' 
b'doubleTwelveTaskFragmentReceived:_831818',b'3' 
b'doubleTwelveTaskFragmentReceived:_931653',b'2' 
b'doubleTwelveTaskFragmentReceived:_758904',b'6' 
b'doubleTwelveTaskFragmentReceived:_552195',b'5' 
b'doubleTwelveTaskFragmentReceived:_1029065',b'11' 
b'doubleTwelveTaskFragmentReceived:_384401',b'2' 
b'doubleTwelveTaskFragmentReceived:_466507',b'2' 
b'doubleTwelveTaskFragmentReceived:_719588',b'14' 
b'doubleTwelveTaskFragmentReceived:_830792',b'7' 
b'doubleTwelveTaskFragmentReceived:_696645',b'11' 
b'doubleTwelveTaskFragmentReceived:_189949',b'15' 
b'doubleTwelveTaskFragmentReceived:_97249',b'2' 
b'doubleTwelveTaskFragmentReceived:_203989',b'6' 
b'doubleTwelveTaskFragmentReceived:_948340',b'12' 
b'doubleTwelveTaskFragmentReceived:_486370',b'15' 
b'doubleTwelveTaskFragmentReceived:_821391',b'14' 
b'doubleTwelveTaskFragmentReceived:_757646',b'6' 
b'doubleTwelveTaskFragmentReceived:_830560',b'10' 
b'doubleTwelveTaskFragmentReceived:_224626',b'3' 
b'doubleTwelveTaskFragmentReceived:_697823',b'15' 
b'doubleTwelveTaskFragmentReceived:_503695',b'6' 
b'doubleTwelveTaskFragmentReceived:_388664',b'4' 
b'doubleTwelveTaskFragmentReceived:_1037487',b'3' 
b'doubleTwelveTaskFragmentReceived:_597666',b'14' 
b'doubleTwelveTaskFragmentReceived:_1004689',b'18' 
b'doubleTwelveTaskFragmentReceived:_477637',b'3' 
b'doubleTwelveTaskFragmentReceived:_884035',b'15' 
b'doubleTwelveTaskFragmentReceived:_1025428',b'3' 
b'doubleTwelveTaskFragmentReceived:_1073231',b'6' 
b'doubleTwelveTaskFragmentReceived:_800896',b'12' 
b'doubleTwelveTaskFragmentReceived:_131381',b'12' 
b'doubleTwelveTaskFragmentReceived:_571795',b'17' 
b'doubleTwelveTaskFragmentReceived:_603730',b'5' 
b'doubleTwelveTaskFragmentReceived:_890442',b'13' 
b'doubleTwelveTaskFragmentReceived:_850655',b'15' 
b'doubleTwelveTaskFragmentReceived:_137583',b'6' 
b'doubleTwelveTaskFragmentReceived:_517590',b'2' 
b'doubleTwelveTaskFragmentReceived:_810804',b'3' 
b'doubleTwelveTaskFragmentReceived:_997785',b'6' 
b'doubleTwelveTaskFragmentReceived:_725142',b'3' 
b'doubleTwelveTaskFragmentReceived:_140146',b'6' 
b'doubleTwelveTaskFragmentReceived:_543750',b'7' 
b'doubleTwelveTaskFragmentReceived:_461100',b'6' 
b'doubleTwelveTaskFragmentReceived:_622865',b'12' 
b'doubleTwelveTaskFragmentReceived:_1045187',b'6' 
b'doubleTwelveTaskFragmentReceived:_279186',b'6' 
b'doubleTwelveTaskFragmentReceived:_32509',b'9' 
b'doubleTwelveTaskFragmentReceived:_611932',b'3' 
b'doubleTwelveTaskFragmentReceived:_826560',b'6' 
b'doubleTwelveTaskFragmentReceived:_38334',b'3' 
b'doubleTwelveTaskFragmentReceived:_157737',b'2' 
b'doubleTwelveTaskFragmentReceived:_1022771',b'3' 
b'doubleTwelveTaskFragmentReceived:_147995',b'6' 
b'doubleTwelveTaskFragmentReceived:_1056352',b'6' 
b'doubleTwelveTaskFragmentReceived:_569867',b'3' 
b'doubleTwelveTaskFragmentReceived:_13842',b'3' 
b'doubleTwelveTaskFragmentReceived:_145239',b'3' 
b'doubleTwelveTaskFragmentReceived:_487073',b'3' 
b'doubleTwelveTaskFragmentReceived:_309979',b'6' 
b'doubleTwelveTaskFragmentReceived:_265323',b'3' 
b'doubleTwelveTaskFragmentReceived:_17811',b'3' 
b'doubleTwelveTaskFragmentReceived:_600120',b'3' 
b'doubleTwelveTaskFragmentReceived:_1002878',b'6' 
b'doubleTwelveTaskFragmentReceived:_1028182',b'3' 
b'doubleTwelveTaskFragmentReceived:_168135',b'15' 
b'doubleTwelveTaskFragmentReceived:_282092',b'8' 
b'doubleTwelveTaskFragmentReceived:_882397',b'3' 
b'doubleTwelveTaskFragmentReceived:_318113',b'9' 
b'doubleTwelveTaskFragmentReceived:_11151',b'15' 
b'doubleTwelveTaskFragmentReceived:_832057',b'7' 
b'doubleTwelveTaskFragmentReceived:_995654',b'3' 
b'doubleTwelveTaskFragmentReceived:_67489',b'3' 
b'doubleTwelveTaskFragmentReceived:_437049',b'9' 
b'doubleTwelveTaskFragmentReceived:_35970',b'9' 
b'doubleTwelveTaskFragmentReceived:_930062',b'6' 
b'doubleTwelveTaskFragmentReceived:_842165',b'9' 
b'doubleTwelveTaskFragmentReceived:_763902',b'15' 
b'doubleTwelveTaskFragmentReceived:_183637',b'3' 
b'doubleTwelveTaskFragmentReceived:_40254',b'3' 
b'doubleTwelveTaskFragmentReceived:_706603',b'3' 
b'doubleTwelveTaskFragmentReceived:_994070',b'3' 
b'doubleTwelveTaskFragmentReceived:_836923',b'3' 
b'doubleTwelveTaskFragmentReceived:_1075832',b'3' 
b'doubleTwelveTaskFragmentReceived:_1016461',b'9' 
b'doubleTwelveTaskFragmentReceived:_524946',b'10' 
b'doubleTwelveTaskFragmentReceived:_1058136',b'3' 
b'doubleTwelveTaskFragmentReceived:_214083',b'2' 
b'doubleTwelveTaskFragmentReceived:_1059154',b'6' 
b'doubleTwelveTaskFragmentReceived:_900364',b'9' 
b'doubleTwelveTaskFragmentReceived:_981757',b'3' 
b'doubleTwelveTaskFragmentReceived:_14486',b'5' 
b'doubleTwelveTaskFragmentReceived:_1057265',b'3' 
b'doubleTwelveTaskFragmentReceived:_267067',b'7' 
b'doubleTwelveTaskFragmentReceived:_225396',b'8' 
b'doubleTwelveTaskFragmentReceived:_333216',b'12' 
b'doubleTwelveTaskFragmentReceived:_600363',b'6' 
b'doubleTwelveTaskFragmentReceived:_215306',b'4' 
b'doubleTwelveTaskFragmentReceived:_766565',b'14' 
b'doubleTwelveTaskFragmentReceived:_229328',b'17' 
b'doubleTwelveTaskFragmentReceived:_743478',b'9' 
b'doubleTwelveTaskFragmentReceived:_470444',b'2' 
b'doubleTwelveTaskFragmentReceived:_838521',b'3' 
b'doubleTwelveTaskFragmentReceived:_860480',b'3' 
b'doubleTwelveTaskFragmentReceived:_11817',b'12' 
b'doubleTwelveTaskFragmentReceived:_241373',b'12' 
b'doubleTwelveTaskFragmentReceived:_895980',b'7' 
b'doubleTwelveTaskFragmentReceived:_572195',b'15' 
b'doubleTwelveTaskFragmentReceived:_717676',b'6' 
b'doubleTwelveTaskFragmentReceived:_985431',b'3' 
b'doubleTwelveTaskFragmentReceived:_947062',b'2' 
b'doubleTwelveTaskFragmentReceived:_915863',b'7' 
b'doubleTwelveTaskFragmentReceived:_1050283',b'8' 
b'doubleTwelveTaskFragmentReceived:_172551',b'8' 
b'doubleTwelveTaskFragmentReceived:_239906',b'3' 
b'doubleTwelveTaskFragmentReceived:_994229',b'3' 
b'doubleTwelveTaskFragmentReceived:_964992',b'3' 
b'doubleTwelveTaskFragmentReceived:_305950',b'15' 
b'doubleTwelveTaskFragmentReceived:_619505',b'3' 
b'doubleTwelveTaskFragmentReceived:_1001297',b'14' 
b'doubleTwelveTaskFragmentReceived:_152739',b'15' 
b'doubleTwelveTaskFragmentReceived:_962917',b'5' 
b'doubleTwelveTaskFragmentReceived:_856457',b'6' 
b'doubleTwelveTaskFragmentReceived:_870752',b'6' 
b'doubleTwelveTaskFragmentReceived:_120282',b'7' 
b'doubleTwelveTaskFragmentReceived:_1034559',b'6' 
b'doubleTwelveTaskFragmentReceived:_450652',b'3' 
b'doubleTwelveTaskFragmentReceived:_493336',b'15' 
b'doubleTwelveTaskFragmentReceived:_131399',b'15' 
b'doubleTwelveTaskFragmentReceived:_670080',b'15' 
b'doubleTwelveTaskFragmentReceived:_488873',b'12' 
b'doubleTwelveTaskFragmentReceived:_990495',b'6' 
b'doubleTwelveTaskFragmentReceived:_862122',b'3' 
b'doubleTwelveTaskFragmentReceived:_148253',b'6' 
b'doubleTwelveTaskFragmentReceived:_1052841',b'3' 
b'doubleTwelveTaskFragmentReceived:_82153',b'6' 
b'doubleTwelveTaskFragmentReceived:_164496',b'6' 
b'doubleTwelveTaskFragmentReceived:_784662',b'2' 
b'doubleTwelveTaskFragmentReceived:_557084',b'6' 
b'doubleTwelveTaskFragmentReceived:_21083',b'8' 
b'doubleTwelveTaskFragmentReceived:_830949',b'3' 
b'doubleTwelveTaskFragmentReceived:_476625',b'6' 
b'doubleTwelveTaskFragmentReceived:_955239',b'8' 
b'doubleTwelveTaskFragmentReceived:_252431',b'11' 
b'doubleTwelveTaskFragmentReceived:_149484',b'3' 
b'doubleTwelveTaskFragmentReceived:_354814',b'12' 
b'doubleTwelveTaskFragmentReceived:_1039416',b'5' 
b'doubleTwelveTaskFragmentReceived:_977979',b'3' 
b'doubleTwelveTaskFragmentReceived:_836835',b'21' 
b'doubleTwelveTaskFragmentReceived:_950250',b'9' 
b'doubleTwelveTaskFragmentReceived:_204526',b'3' 
b'doubleTwelveTaskFragmentReceived:_502252',b'6' 
b'doubleTwelveTaskFragmentReceived:_744482',b'3' 
b'doubleTwelveTaskFragmentReceived:_828765',b'3' 
b'doubleTwelveTaskFragmentReceived:_600844',b'17' 
b'doubleTwelveTaskFragmentReceived:_200744',b'5' 
b'doubleTwelveTaskFragmentReceived:_126369',b'3' 
b'doubleTwelveTaskFragmentReceived:_910633',b'6' 
b'doubleTwelveTaskFragmentReceived:_303097',b'3' 
b'doubleTwelveTaskFragmentReceived:_812817',b'3' 
b'doubleTwelveTaskFragmentReceived:_329121',b'6' 
b'doubleTwelveTaskFragmentReceived:_1030252',b'9' 
b'doubleTwelveTaskFragmentReceived:_945093',b'6' 
b'doubleTwelveTaskFragmentReceived:_252814',b'15' 
b'doubleTwelveTaskFragmentReceived:_157170',b'7' 
b'doubleTwelveTaskFragmentReceived:_743426',b'12' 
b'doubleTwelveTaskFragmentReceived:_873911',b'6' 
b'doubleTwelveTaskFragmentReceived:_96301',b'6' 
b'doubleTwelveTaskFragmentReceived:_1078243',b'3' 
b'doubleTwelveTaskFragmentReceived:_899144',b'12' 
b'doubleTwelveTaskFragmentReceived:_1082168',b'4' 
b'doubleTwelveTaskFragmentReceived:_784604',b'3' 
b'doubleTwelveTaskFragmentReceived:_389073',b'3' 
b'doubleTwelveTaskFragmentReceived:_687359',b'6' 
b'doubleTwelveTaskFragmentReceived:_860578',b'6' 
b'doubleTwelveTaskFragmentReceived:_1062582',b'4' 
b'doubleTwelveTaskFragmentReceived:_789686',b'11' 
b'doubleTwelveTaskFragmentReceived:_676250',b'15' 
b'doubleTwelveTaskFragmentReceived:_580678',b'4' 
b'doubleTwelveTaskFragmentReceived:_842020',b'3' 
b'doubleTwelveTaskFragmentReceived:_644281',b'15' 
b'doubleTwelveTaskFragmentReceived:_200769',b'2' 
b'doubleTwelveTaskFragmentReceived:_160868',b'15' 
b'doubleTwelveTaskFragmentReceived:_894313',b'12' 
b'doubleTwelveTaskFragmentReceived:_212008',b'8' 
b'doubleTwelveTaskFragmentReceived:_139497',b'3' 
b'doubleTwelveTaskFragmentReceived:_1049628',b'2' 
b'doubleTwelveTaskFragmentReceived:_885266',b'3' 
b'doubleTwelveTaskFragmentReceived:_642724',b'3' 
b'doubleTwelveTaskFragmentReceived:_25024',b'7' 
b'doubleTwelveTaskFragmentReceived:_779209',b'10' 
b'doubleTwelveTaskFragmentReceived:_979048',b'3' 
b'doubleTwelveTaskFragmentReceived:_938252',b'6' 
b'doubleTwelveTaskFragmentReceived:_114987',b'3' 
b'doubleTwelveTaskFragmentReceived:_598016',b'16' 
b'doubleTwelveTaskFragmentReceived:_996500',b'6' 
b'doubleTwelveTaskFragmentReceived:_273981',b'9' 
b'doubleTwelveTaskFragmentReceived:_5533',b'4' 
b'doubleTwelveTaskFragmentReceived:_887542',b'3' 
b'doubleTwelveTaskFragmentReceived:_783862',b'6' 
b'doubleTwelveTaskFragmentReceived:_927387',b'3' 
b'doubleTwelveTaskFragmentReceived:_865513',b'12' 
b'doubleTwelveTaskFragmentReceived:_450132',b'15' 
b'doubleTwelveTaskFragmentReceived:_970582',b'2' 
b'doubleTwelveTaskFragmentReceived:_336401',b'3' 
b'doubleTwelveTaskFragmentReceived:_945467',b'7' 
b'doubleTwelveTaskFragmentReceived:_695660',b'3' 
b'doubleTwelveTaskFragmentReceived:_569391',b'6' 
b'doubleTwelveTaskFragmentReceived:_662412',b'18' 
b'doubleTwelveTaskFragmentReceived:_625468',b'3' 
b'doubleTwelveTaskFragmentReceived:_833705',b'12' 
b'doubleTwelveTaskFragmentReceived:_1032212',b'6' 
b'doubleTwelveTaskFragmentReceived:_757197',b'3' 
b'doubleTwelveTaskFragmentReceived:_1009294',b'4' 
b'doubleTwelveTaskFragmentReceived:_517510',b'3' 
b'doubleTwelveTaskFragmentReceived:_1060857',b'6' 
b'doubleTwelveTaskFragmentReceived:_233631',b'3' 
b'doubleTwelveTaskFragmentReceived:_536690',b'4' 
b'doubleTwelveTaskFragmentReceived:_530735',b'8' 
b'doubleTwelveTaskFragmentReceived:_712004',b'14' 
b'doubleTwelveTaskFragmentReceived:_902084',b'3' 
b'doubleTwelveTaskFragmentReceived:_205688',b'12' 
b'doubleTwelveTaskFragmentReceived:_1017472',b'8' 
b'doubleTwelveTaskFragmentReceived:_577392',b'2' 
b'doubleTwelveTaskFragmentReceived:_949940',b'19' 
b'doubleTwelveTaskFragmentReceived:_867838',b'8' 
b'doubleTwelveTaskFragmentReceived:_964379',b'16' 
b'doubleTwelveTaskFragmentReceived:_166913',b'13' 
b'doubleTwelveTaskFragmentReceived:_956674',b'9' 
b'doubleTwelveTaskFragmentReceived:_906593',b'3' 
b'doubleTwelveTaskFragmentReceived:_36411',b'3' 
b'doubleTwelveTaskFragmentReceived:_739134',b'3' 
b'doubleTwelveTaskFragmentReceived:_50000',b'6' 
b'doubleTwelveTaskFragmentReceived:_957333',b'12' 
b'doubleTwelveTaskFragmentReceived:_268853',b'3' 
b'doubleTwelveTaskFragmentReceived:_825176',b'6' 
b'doubleTwelveTaskFragmentReceived:_782201',b'6' 
b'doubleTwelveTaskFragmentReceived:_1063979',b'6' 
b'doubleTwelveTaskFragmentReceived:_200835',b'6' 
b'doubleTwelveTaskFragmentReceived:_978183',b'8' 
b'doubleTwelveTaskFragmentReceived:_525406',b'6' 
b'doubleTwelveTaskFragmentReceived:_1076008',b'6' 
b'doubleTwelveTaskFragmentReceived:_73545',b'5' 
b'doubleTwelveTaskFragmentReceived:_465566',b'3' 
b'doubleTwelveTaskFragmentReceived:_683624',b'15' 
b'doubleTwelveTaskFragmentReceived:_218472',b'5' 
b'doubleTwelveTaskFragmentReceived:_263682',b'8' 
b'doubleTwelveTaskFragmentReceived:_441320',b'18' 
b'doubleTwelveTaskFragmentReceived:_269629',b'2' 
b'doubleTwelveTaskFragmentReceived:_230968',b'11' 
b'doubleTwelveTaskFragmentReceived:_681112',b'6' 
b'doubleTwelveTaskFragmentReceived:_513365',b'5' 
b'doubleTwelveTaskFragmentReceived:_688405',b'6' 
b'doubleTwelveTaskFragmentReceived:_822320',b'3' 
b'doubleTwelveTaskFragmentReceived:_19622',b'12' 
b'doubleTwelveTaskFragmentReceived:_618521',b'6' 
b'doubleTwelveTaskFragmentReceived:_465753',b'8' 
b'doubleTwelveTaskFragmentReceived:_121982',b'3' 
b'doubleTwelveTaskFragmentReceived:_101669',b'3' 
b'doubleTwelveTaskFragmentReceived:_170944',b'2' 
b'doubleTwelveTaskFragmentReceived:_1052774',b'3' 
b'doubleTwelveTaskFragmentReceived:_1070218',b'8' 
b'doubleTwelveTaskFragmentReceived:_915054',b'5' 
b'doubleTwelveTaskFragmentReceived:_965470',b'10' 
b'doubleTwelveTaskFragmentReceived:_344989',b'3' 
b'doubleTwelveTaskFragmentReceived:_774698',b'17' 
b'doubleTwelveTaskFragmentReceived:_867080',b'3' 
b'doubleTwelveTaskFragmentReceived:_283774',b'5' 
b'doubleTwelveTaskFragmentReceived:_381734',b'6' 
b'doubleTwelveTaskFragmentReceived:_841369',b'12' 
b'doubleTwelveTaskFragmentReceived:_185461',b'17' 
b'doubleTwelveTaskFragmentReceived:_705612',b'15' 
b'doubleTwelveTaskFragmentReceived:_520781',b'3' 
b'doubleTwelveTaskFragmentReceived:_872036',b'3' 
b'doubleTwelveTaskFragmentReceived:_532640',b'9' 
b'doubleTwelveTaskFragmentReceived:_490512',b'9' 
b'doubleTwelveTaskFragmentReceived:_951452',b'4' 
b'doubleTwelveTaskFragmentReceived:_994436',b'6' 
b'doubleTwelveTaskFragmentReceived:_142528',b'6' 
b'doubleTwelveTaskFragmentReceived:_3732',b'9' 
b'doubleTwelveTaskFragmentReceived:_15077',b'12' 
b'doubleTwelveTaskFragmentReceived:_885679',b'2' 
b'doubleTwelveTaskFragmentReceived:_324430',b'4' 
b'doubleTwelveTaskFragmentReceived:_143655',b'5' 
b'doubleTwelveTaskFragmentReceived:_670149',b'17' 
b'doubleTwelveTaskFragmentReceived:_909488',b'6' 
b'doubleTwelveTaskFragmentReceived:_823080',b'6' 
b'doubleTwelveTaskFragmentReceived:_874804',b'3' 
b'doubleTwelveTaskFragmentReceived:_232870',b'5' 
b'doubleTwelveTaskFragmentReceived:_1010551',b'4' 
b'doubleTwelveTaskFragmentReceived:_189171',b'8' 
b'doubleTwelveTaskFragmentReceived:_9987',b'15' 
b'doubleTwelveTaskFragmentReceived:_824789',b'6' 
b'doubleTwelveTaskFragmentReceived:_73256',b'15' 
b'doubleTwelveTaskFragmentReceived:_850359',b'6' 
b'doubleTwelveTaskFragmentReceived:_235622',b'6' 
b'doubleTwelveTaskFragmentReceived:_257609',b'6' 
b'doubleTwelveTaskFragmentReceived:_1038936',b'3' 
b'doubleTwelveTaskFragmentReceived:_732298',b'6' 
b'doubleTwelveTaskFragmentReceived:_818172',b'2' 
b'doubleTwelveTaskFragmentReceived:_1038760',b'3' 
b'doubleTwelveTaskFragmentReceived:_707582',b'5' 
b'doubleTwelveTaskFragmentReceived:_233641',b'8' 
b'doubleTwelveTaskFragmentReceived:_1023152',b'3' 
b'doubleTwelveTaskFragmentReceived:_486188',b'8' 
b'doubleTwelveTaskFragmentReceived:_182099',b'6' 
b'doubleTwelveTaskFragmentReceived:_1067776',b'3' 
b'doubleTwelveTaskFragmentReceived:_128057',b'2' 
b'doubleTwelveTaskFragmentReceived:_1035108',b'3' 
b'doubleTwelveTaskFragmentReceived:_312476',b'17' 
b'doubleTwelveTaskFragmentReceived:_905108',b'14' 
b'doubleTwelveTaskFragmentReceived:_646958',b'8' 
b'doubleTwelveTaskFragmentReceived:_288717',b'3' 
b'doubleTwelveTaskFragmentReceived:_1078998',b'3' 
b'doubleTwelveTaskFragmentReceived:_374954',b'9' 
b'doubleTwelveTaskFragmentReceived:_419184',b'14' 
b'doubleTwelveTaskFragmentReceived:_546139',b'6' 
b'doubleTwelveTaskFragmentReceived:_403083',b'3' 
b'doubleTwelveTaskFragmentReceived:_21119',b'14' 
b'doubleTwelveTaskFragmentReceived:_798934',b'3' 
b'doubleTwelveTaskFragmentReceived:_344747',b'6' 
b'doubleTwelveTaskFragmentReceived:_224113',b'3' 
b'doubleTwelveTaskFragmentReceived:_935959',b'6' 
b'doubleTwelveTaskFragmentReceived:_994410',b'12' 
b'doubleTwelveTaskFragmentReceived:_876403',b'5' 
b'doubleTwelveTaskFragmentReceived:_460268',b'9' 
b'doubleTwelveTaskFragmentReceived:_922933',b'6' 
b'doubleTwelveTaskFragmentReceived:_737692',b'8' 
b'doubleTwelveTaskFragmentReceived:_210489',b'3' 
b'doubleTwelveTaskFragmentReceived:_283334',b'3' 
b'doubleTwelveTaskFragmentReceived:_229987',b'3' 
b'doubleTwelveTaskFragmentReceived:_126849',b'6' 
b'doubleTwelveTaskFragmentReceived:_523697',b'3' 
b'doubleTwelveTaskFragmentReceived:_612479',b'6' 
b'doubleTwelveTaskFragmentReceived:_762943',b'6' 
b'doubleTwelveTaskFragmentReceived:_187326',b'3' 
b'doubleTwelveTaskFragmentReceived:_914347',b'6' 
b'doubleTwelveTaskFragmentReceived:_418505',b'17' 
